"Table","Index","Value","File","Line"
"wear_where","8","<worn on feet>       ","src\constants.c","376"
"wear_where","9","<worn on hands>      ","src\constants.c","376"
"wear_where","10","<worn on arms>       ","src\constants.c","376"
"wear_where","11","<worn as shield>     ","src\constants.c","376"
"wear_where","12","<worn about body>    ","src\constants.c","376"
"wear_where","13","<worn about waist>   ","src\constants.c","376"
"wear_where","14","<worn around wrist>  ","src\constants.c","376"
"wear_where","15","<worn around wrist>  ","src\constants.c","376"
"wear_where","16","<wielded>            ","src\constants.c","376"
"wear_where","17","<held>               ","src\constants.c","376"
"wtrig_types","0","Global","src\constants.c","964"
"wtrig_types","1","Random","src\constants.c","964"
"wtrig_types","2","Command","src\constants.c","964"
"wtrig_types","3","Speech","src\constants.c","964"
"wtrig_types","4","UNUSED1","src\constants.c","964"
"wtrig_types","5","Zone Reset","src\constants.c","964"
"wtrig_types","6","Enter","src\constants.c","964"
"wtrig_types","7","Drop","src\constants.c","964"
"wtrig_types","8","UNUSED2","src\constants.c","964"
"wtrig_types","9","UNUSED3","src\constants.c","964"
"wtrig_types","10","UNUSED4","src\constants.c","964"
"wtrig_types","11","UNUSED5","src\constants.c","964"
"wtrig_types","12","UNUSED6","src\constants.c","964"
"wtrig_types","13","UNUSED7","src\constants.c","964"
"wtrig_types","14","UNUSED8","src\constants.c","964"
"wtrig_types","15","Cast","src\constants.c","964"
"wtrig_types","16","Leave","src\constants.c","964"
"wtrig_types","17","Door","src\constants.c","964"
"wtrig_types","18","Login","src\constants.c","964"
"wtrig_types","19","Time","src\constants.c","964"
"wtrig_types","20","\n","src\constants.c","964"
"zone_bits","0","CLOSED","src\constants.c","92"
"zone_bits","1","NO_IMMORT","src\constants.c","92"
"zone_bits","2","QUEST_DEPRECATED","src\constants.c","92"
"zone_bits","3","GRID","src\constants.c","92"
"zone_bits","4","NOBUILD","src\constants.c","92"
"zone_bits","5","!ASTRAL","src\constants.c","92"
"zone_bits","6","WORLDMAP","src\constants.c","92"
"zone_bits","7","\n","src\constants.c","92"
