"File","Line","Function","MenuText","SourceOutput"
"src\interpreter.c","1540","stat_alloc_show","1) Str +1  (1)","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\interpreter.c","1540","stat_alloc_show","2) Dex +1  (1)","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\interpreter.c","1540","stat_alloc_show","3) Con +1  (2)","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\interpreter.c","1540","stat_alloc_show","4) Int +1  (1)","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\interpreter.c","1540","stat_alloc_show","5) Wis +1  (1)","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\interpreter.c","1540","stat_alloc_show","6) Cha +1  (1)","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\interpreter.c","1540","stat_alloc_show","7) Done","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\interpreter.c","1540","stat_alloc_show","8) Reset","\r\nBase stat allocation\r\nPoints remaining: %d  (CON costs 2)  Cap: %d\r\n\r\nStr %d   Dex %d   Con %d   Int %d   Wis %d   Cha %d\r\n\r\n1) Str +1  (1)\r\n2) Dex +1  (1)\r\n3) Con +1  (2)\r\n4) Int +1  (1)\r\n5) Wis +1  (1)\r\n6) Cha +1  (1)\r\n7) Done\r\n8) Reset\r\n\r\nChoice: "
"src\medit.c","583","medit_disp_slot_picker","Q) Cancel"," Q) Cancel\r\n%s"
"src\medit.c","627","medit_disp_remove_inventory_picker","Q) Cancel"," Q) Cancel\r\nEnter visible list index to remove: "
"src\medit.c","641","medit_disp_remove_loot_picker","Q) Cancel"," Q) Cancel\r\nEnter visible list index to remove: "
"src\medit.c","711","medit_disp_loadout_menu","A) Equip object","\r\nA) Equip object\r\nB) Add inventory item\r\nC) Add loot item\r\nD) Remove equipped item\r\nE) Remove inventory item\r\nF) Remove loot item\r\nQ) Quit\r\nEnter choice : "
"src\medit.c","711","medit_disp_loadout_menu","B) Add inventory item","\r\nA) Equip object\r\nB) Add inventory item\r\nC) Add loot item\r\nD) Remove equipped item\r\nE) Remove inventory item\r\nF) Remove loot item\r\nQ) Quit\r\nEnter choice : "
"src\medit.c","711","medit_disp_loadout_menu","C) Add loot item","\r\nA) Equip object\r\nB) Add inventory item\r\nC) Add loot item\r\nD) Remove equipped item\r\nE) Remove inventory item\r\nF) Remove loot item\r\nQ) Quit\r\nEnter choice : "
"src\medit.c","711","medit_disp_loadout_menu","D) Remove equipped item","\r\nA) Equip object\r\nB) Add inventory item\r\nC) Add loot item\r\nD) Remove equipped item\r\nE) Remove inventory item\r\nF) Remove loot item\r\nQ) Quit\r\nEnter choice : "
"src\medit.c","711","medit_disp_loadout_menu","E) Remove inventory item","\r\nA) Equip object\r\nB) Add inventory item\r\nC) Add loot item\r\nD) Remove equipped item\r\nE) Remove inventory item\r\nF) Remove loot item\r\nQ) Quit\r\nEnter choice : "
"src\medit.c","711","medit_disp_loadout_menu","F) Remove loot item","\r\nA) Equip object\r\nB) Add inventory item\r\nC) Add loot item\r\nD) Remove equipped item\r\nE) Remove inventory item\r\nF) Remove loot item\r\nQ) Quit\r\nEnter choice : "
"src\medit.c","711","medit_disp_loadout_menu","Q) Quit","\r\nA) Equip object\r\nB) Add inventory item\r\nC) Add loot item\r\nD) Remove equipped item\r\nE) Remove inventory item\r\nF) Remove loot item\r\nQ) Quit\r\nEnter choice : "
"src\players.c","1158","save_char","0 0","0 0\n"
"src\players.c","1165","save_char","0 0","0 0\n"
"src\players.c","1184","save_char","0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0\n"
"src\qedit.c","298","qedit_disp_menu","g 1	n) Quest Name     : 	y%s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g 2	n) Description    : 	y%s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g 3	n) Accept Message","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g 7	n) Quest Type     : 	c%s %s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g 8	n) Quest Master   : [	c%6d	n] 	y%s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g 9	n) Quest Target   : [	c%6d	n] 	y%s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g A	n) Quantity       : [	c%6d	n]","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g F	n) Prerequisite   : [	c%6d	n] 	y%s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g L	n) Time Limit     : [	c%6d	n]","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g N	n) Next Quest     : [	c%6d	n] 	y%s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
"src\qedit.c","298","qedit_disp_menu","g P	n) Previous Quest : [	c%6d	n] 	y%s","-- Quest Number    : 	n[	c%6d	n]\r\n	g 1	n) Quest Name     : 	y%s\r\n	g 2	n) Description    : 	y%s\r\n	g 3	n) Accept Message\r\n	y%s	g 4	n) Completion Message\r\n	y%s	g 5	n) Quit Message\r\n	y%s	g 6	n) Quest Flags    : 	c%s\r\n	g 7	n) Quest Type     : 	c%s %s\r\n	g 8	n) Quest Master   : [	c%6d	n] 	y%s\r\n	g 9	n) Quest Target   : [	c%6d	n] 	y%s\r\n	g A	n) Quantity       : [	c%6d	n]\r\n	n    Quest Point Rewards\r\n	g B	n) Completed      : [	c%6d	n] 	g C	n) Abandoned   : [	c%6d	n]\r\n	n    Other Rewards Rewards\r\n	g G	n) Gold Coins     : [	c%6d	n] 	g T	n) Exp Points  : [	c%6d	n] 	g O	n) Object : [	c%6d	n]\r\n	n    Level Limits to Accept Quest\r\n	g D	n) Lower Level    : [	c%6d	n] 	g E	n) Upper Level : [	c%6d	n]\r\n	g F	n) Prerequisite   : [	c%6d	n] 	y%s\r\n	g L	n) Time Limit     : [	c%6d	n]\r\n	g N	n) Next Quest     : [	c%6d	n] 	y%s\r\n	g P	n) Previous Quest : [	c%6d	n] 	y%s\r\n	g X	n) Delete Quest\r\n	g Q	n) Quit\r\nEnter Choice : undefinedNothing\r\nundefinedNothing\r\nundefinedNothing\r\nInvalid Moban unknown object"
